difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What OSI layer does a router primarily operate at?,Layer 1,Layer 2,Layer 3,Layer 4,C,Routers forward packets at Layer 3 using IP information.,router layer,layer 3 device,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What address type does a router use to choose where traffic goes next?,Port number,MAC address,IP address,VLAN ID,C,Routers make forwarding decisions based on destination IP addresses.,router decision basis,uses destination ip,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What kind of network boundary does a router create?,Collision domain only,Broadcast domain,Power domain,PoE domain,B,Routers separate broadcast domains so Layer 2 broadcasts do not cross them.,broadcast boundary,router separates broadcasts,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is the usual role of a router interface on a host subnet?,DNS server,Default gateway,Trunk port,Loopback adapter,B,Hosts normally use the local router interface as their default gateway.,default gateway role,router interface as gateway,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What does the term gateway mean from the host perspective?,A backup switch,A local print server,An exit point to other networks,A cable tester,C,A gateway is the place a host sends traffic when it needs to leave the local network.,gateway meaning,exit point to other networks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,How does a host normally send traffic to a destination on the same subnet?,To the default gateway first,Directly to the destination host,To the DNS server first,To a loopback interface,B,Local subnet traffic is sent directly to the destination host rather than the gateway.,local host behavior,same subnet direct delivery,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,How does a host normally send traffic to a destination on a remote subnet?,Directly to the destination MAC,To the default gateway,To the nearest switch CPU,To the ARP broadcast address,B,Remote subnet traffic is sent to the default gateway for routing.,remote host behavior,remote traffic to gateway,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,How can two separate LANs commonly communicate through one router?,By sharing one host IP,By connecting each subnet to a different router interface,By disabling ARP,By using only one switch port,B,A router can connect two LANs when each subnet is attached to a different interface.,two lan routing,different interface per subnet,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is true about each router interface in a normal design?,It belongs to one IP subnet,It must use DHCP only,It has no MAC address,It is always a trunk port,A,Each router interface is placed in a specific IP subnet and serves that segment.,router interface subnet,each interface in one subnet,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is a link between two routers considered?,A collision only,Not a real network,A separate subnet or network,A shared VLAN only,C,A router to router connection is its own network even if no end hosts are on it.,inter router link,separate network segment,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is a routing table?,A list of DNS records,A file that shows known networks and how to reach them,A table of switch port speeds,A list of usernames,B,A routing table lists destination networks and the path or interface used to reach them.,routing table definition,known networks and paths,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What does a routing table entry usually include?,Only a MAC address,Only a VLAN number,A destination network and next hop or exit interface,A password and timer,C,Route entries identify a destination and how the router should forward traffic toward it.,route entry parts,destination plus next hop,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What common travel tool is a routing table compared to in the notes?,A printer,A GPS or road map,A patch panel,A cable tester,B,The notes compare a routing table to a map or GPS for packet travel.,routing table analogy,map or gps analogy,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What does a router examine first to look up where a packet should go?,The destination IP address,The host name sticker,The STP priority,The cable color,A,Routers read the destination IP address and compare it to routes in the table.,route lookup,destination ip lookup,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What route source is created automatically when an interface gets an IP address and mask?,Static route,Connected route,Default route,Floating route,B,A directly connected route appears automatically when the interface is configured.,connected route,automatic interface route,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is a static route?,A route learned from neighbors,A route entered manually by an administrator,A route created by ARP,A route used only by switches,B,A static route is manually configured rather than learned automatically.,static route definition,manual route entry,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is the purpose of a default route?,It tags VLAN traffic,It catches traffic when no more specific route exists,It disables ARP,It resets the MAC table,B,A default route is used when no better matching route is found.,default route purpose,catch all route,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,How is the IPv4 default route written?,255.255.255.255 slash 32,127.0.0.1 slash 8,0.0.0.0 slash 0,10.0.0.0 slash 8,C,The IPv4 default route is written as 0.0.0.0 slash 0.,default route notation,ipv4 default notation,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,Without a default gateway what can a host normally reach?,Only its local subnet,Every subnet on the internet,Only DNS servers,Only loopback,A,Without a default gateway a host generally cannot send traffic off its local subnet.,host missing gateway,local only communication,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,Without a default route what does a router do with traffic to unknown networks?,It sends it to all ports,It drops it,It converts it to ARP,It saves it in NVRAM,B,Without a default route the router does not know where to send unknown destinations.,router missing default,drops unknown destination,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What command can show a host routing table on a PC?,show ip route,route print,show vlan,arp -a,B,The notes list route print as a host command that displays active routes.,host route command,route print on host,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What command can also display a host routing table?,show startup config,netstat -r,show interfaces,write memory,B,The notes list netstat -r as another host routing table command.,host route command,netstat r on host,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What IPv4 address is the local loopback address?,255.255.255.255,0.0.0.0,127.0.0.1,169.254.1.1,C,127.0.0.1 is the IPv4 loopback address.,ipv4 loopback,127001 address,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What IPv6 address is the loopback address?,fe80::1,::1,ff02::1,2001:db8::1,B,::1 is the IPv6 loopback address.,ipv6 loopback,colon colon one,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is loopback used for?,Testing the local TCP/IP stack,Tagging VLAN traffic,Learning switch MAC addresses,Changing ARP timeouts,A,Loopback is commonly used to test the local stack and interface path.,loopback use,test local stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What kind of route is common on a host PC?,OSPF route,The default gateway route,An EIGRP summary,A BGP route,B,On hosts the most common static route is the configured default gateway.,host static route,default gateway on host,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What must an administrator know to configure static routes correctly?,Only the switch model,The topology and next hops,Only the DNS server IP,Only the MAC table,B,Static routes require knowing the topology and the correct next hop path.,static routing requirement,know topology and next hop,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What kind of network is static routing best suited for?,A small simple network,A giant ISP backbone,Only wireless guest networks,Only multicast networks,A,The notes say static routing fits small or simple networks best.,static routing fit,small simple network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is one big advantage of static routing?,It automatically reacts to failures,It produces no routing update traffic,It removes the need for IP addresses,It floods less ARP traffic,B,Static routes do not exchange routing updates so protocol overhead is low.,static advantage,low overhead no updates,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is one major weakness of static routing?,It is impossible to configure,It does not scale well in larger networks,It cannot use IP addresses,It requires STP on routers,B,Static routing becomes difficult to maintain as the network grows.,static weakness,poor scalability,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,Why can static routing be prone to human error?,Because it learns routes slowly,Because each route must be entered manually,Because switches reject static routes,Because MAC addresses keep changing,B,Static routing relies on manual entry so typos and wrong next hops are possible.,static weakness,human error risk,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,Why must routes often be configured in both directions?,Because routing is bidirectional,Because ARP requires it,Because switches need loopback,Because VLANs require two trunks,A,A working path out does not guarantee a working return path so routing must be bidirectional.,bidirectional routing,reverse route required,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What happens if only one router has the needed static route?,Traffic works both ways always,Only one direction may work,ARP stops working,The MAC table is erased,B,One static route can fix the outbound path while the return path still fails.,one way route,return path missing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What is the basic Cisco syntax to configure a static route?,ip route destination mask next hop,show ip route static,route add destination mask,ipv6 route destination only,A,Cisco static routes use ip route followed by destination mask and next hop.,static syntax,ip route structure,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,In a static route command what does the next hop represent?,The source host IP,The next router interface to send traffic to,The subnet mask of the source network,The switch port number,B,The next hop is the neighboring router interface that should receive the packet next.,next hop meaning,next router interface,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What does the command ip route 0.0.0.0 0.0.0.0 10.1.1.1 create?,A loopback route,A host route,A default static route,An ARP entry,C,That command creates a default static route toward next hop 10.1.1.1.,default static route,cisco default route command,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What switch table maps ports to learned MAC addresses?,ARP table,Routing table,MAC address table,DNS cache,C,Switches use the MAC address table to map destination MACs to ports.,mac table definition,port to mac mapping,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
easy,What table maps IP addresses to MAC addresses on a local link?,ARP table,Routing table,NAT table,VLAN table,A,ARP maps an IP address to its local MAC address.,arp table definition,ip to mac mapping,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md
