difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What does DHCP stand for?,Dynamic Host Control Protocol,Dynamic Host Configuration Protocol,Distributed Host Connectivity Protocol,Direct Host Configuration Process,B,DHCP = Dynamic Host Configuration Protocol — it automatically assigns IP address; subnet mask; gateway; and DNS to clients.,dhcp purpose,automatic client ip configuration (address; mask; gateway; dns),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What does the letter D stand for in the DORA process?,Deliver,Discover,Distribute,Designate,B,DORA = Discover; Offer; Request; Acknowledge — the four steps of the DHCP address negotiation.,dora flow,discover; offer; request; acknowledge,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 4/DHCP and DORA.md
easy,What does the letter O stand for in the DORA DHCP process?,Offer,Open,Organize,Outbound,A,DORA = Discover; Offer; Request; Acknowledge. "O" = Offer — the DHCP server responds to the Discover with an IP address offer.,dora flow,discover; offer; request; acknowledge,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the letter R stand for in the DORA DHCP process?,Reject,Relay,Request,Route,C,DORA = Discover; Offer; Request; Acknowledge. "R" = Request — the client formally requests the offered IP from the DHCP server.,dora flow,discover; offer; request; acknowledge,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the letter A stand for in the DORA DHCP process?,Assign,Authorize,Authenticate,Acknowledge,D,DORA = Discover; Offer; Request; Acknowledge. "A" = Acknowledge — the DHCP server confirms the lease assignment to the client.,dora flow,discover; offer; request; acknowledge,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What four pieces of information does DHCP automatically provide to a client?,IP address; username; password; and gateway,IP address; subnet mask; default gateway; and DNS server address,IP address; MAC address; hostname; and VLAN ID,Subnet mask; domain name; proxy settings; and firewall rules,B,DHCP provides: (1) IP address; (2) subnet mask; (3) default gateway IP; and (4) DNS server IP — the four essential items a host needs to communicate on an IP network.,dhcp purpose,automatic client ip configuration (address; mask; gateway; dns),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is a static IP address?,An IP address that is automatically assigned by a DHCP server from a pool,An IP address manually configured on a device and fixed — it does not change unless an administrator changes it,An IP address that expires after a set lease time,An IP address that changes every time a device reconnects to the network,B,A static IP is manually set by an administrator and remains constant. Used for servers; printers; and network devices that need a predictable address.,dynamic vs static ip,pooled assignment vs manually fixed settings,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is a dynamic IP address?,An IP address that is permanently burned into the NIC hardware,An IP address that is automatically assigned from a DHCP pool for a limited lease period,An IP address that changes every packet transmission,An IP address reserved for routers and cannot be assigned to client devices,B,A dynamic IP is leased from a DHCP server for a set period. When the lease expires the address may be renewed or returned to the pool for reassignment to another device.,dynamic vs static ip,pooled assignment vs manually fixed settings,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does DNS stand for?,Dynamic Naming System,Domain Name Server,Domain Name System,Distributed Network Service,C,DNS = Domain Name System — the hierarchical distributed system that translates human-readable hostnames (e.g. www.example.com) into IP addresses.,dns purpose,name-to-ip resolution at internet and enterprise scale,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the primary function of DNS in a network?,To encrypt all web traffic between client and server,To translate domain names like www.example.com into IP addresses that routers can use,To assign IP addresses to client devices automatically,To provide authentication for network login requests,B,DNS resolves hostnames to IP addresses. Without DNS users would need to memorize IP addresses for every website and service they visit.,dns purpose,name-to-ip resolution at internet and enterprise scale,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does FQDN stand for?,Forwarded Query Domain Name,Fully Qualified Domain Name,Full Query DNS Node,Functional Qualified Domain Notation,B,FQDN = Fully Qualified Domain Name — the complete hostname plus domain that uniquely identifies a host on the internet (e.g. mail.example.com).,fqdn model,host label + domain hierarchy identifies exact target,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,In the FQDN mail.example.com what portion is the hostname?,com,.example.com,mail,example,C,In an FQDN the leftmost label is the hostname: "mail" identifies the specific host. "example.com" is the domain.,fqdn model,host label + domain hierarchy identifies exact target,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is a TLD in DNS?,A Top-Level Domain — the rightmost label in a domain name such as .com; .org; or .gov,A Total Link Descriptor used in BGP routing tables,A Type-Length Data record in a DNS response packet,A Transit Layer Designator used for MPLS tagging,A,TLD = Top-Level Domain — the rightmost portion of a domain name. Examples: .com (commercial); .org (organization); .gov (US government); .uk (country code).,dns hierarchy,root; tld; domain; host/subdomain levels,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
